"","Group.1","Group.2","Group.3","Group.4","Group.5","Group.6","Group.7","x"
"483",3,"Vida","H",14,"N",5,4,NA
"484",3,"MTH","S",14,"N",5,4,5.7
"485",3,"Vida","S",14,"N",5,4,7
"486",3,"Hiline","C",12,"Y",5,4,7.3
"487",3,"Hiline","F",12,"Y",5,4,6
"488",3,"Hiline","S",12,"Y",5,4,6.5
"489",3,"MTH","C",14,"Y",5,4,8
"490",3,"Vida","D",14,"Y",5,4,7.6
"491",3,"MTH","F",14,"Y",5,4,5.5
"492",3,"Vida","F",14,"Y",5,4,7
"493",3,"MTH","H",14,"Y",5,4,8
"494",3,"Vida","H",14,"Y",5,4,2
"495",3,"MTH","S",14,"Y",5,4,6.5
"496",3,"Vida","S",14,"Y",5,4,7.6
"497",3,"Hiline","C",12,"N",1,5,5
"498",3,"Hiline","D",12,"N",1,5,5.3
"499",3,"Hiline","F",12,"N",1,5,6.5
"500",3,"Hiline","H",12,"N",1,5,5.5
"501",3,"Vida","C",14,"N",1,5,7
"502",3,"MTH","D",14,"N",1,5,NA
"503",3,"Vida","D",14,"N",1,5,7
"504",3,"MTH","H",14,"N",1,5,8
"505",3,"Vida","H",14,"N",1,5,8.5
"506",3,"MTH","S",14,"N",1,5,9.4
"507",3,"Vida","S",14,"N",1,5,7
"508",3,"Hiline","C",12,"Y",1,5,4.1
"509",3,"Hiline","F",12,"Y",1,5,7.5
"510",3,"Hiline","H",12,"Y",1,5,NA
"511",3,"Hiline","S",12,"Y",1,5,4
"512",3,"MTH","C",14,"Y",1,5,4.4
"513",3,"Vida","C",14,"Y",1,5,7
"514",3,"Vida","F",14,"Y",1,5,6.5
"515",3,"MTH","H",14,"Y",1,5,4.9
"516",3,"MTH","S",14,"Y",1,5,7.5
"517",3,"Vida","S",14,"Y",1,5,7
"518",3,"Hiline","D",12,"N",2,5,6.5
"519",3,"Hiline","F",12,"N",2,5,6
"520",3,"Hiline","H",12,"N",2,5,7.5
"521",3,"Hiline","S",12,"N",2,5,4.6
"522",3,"MTH","D",14,"N",2,5,8.4
"523",3,"Vida","D",14,"N",2,5,6.5
"524",3,"MTH","F",14,"N",2,5,8.3
"525",3,"Vida","F",14,"N",2,5,6.5
"526",3,"Vida","H",14,"N",2,5,6
"527",3,"Hiline","H",12,"Y",2,5,6
"528",3,"MTH","C",14,"Y",2,5,9.4
"529",3,"Vida","D",14,"Y",2,5,9.6
"530",3,"Hiline","C",12,"N",3,5,4.2
"531",3,"Hiline","D",12,"N",3,5,5.8
"532",3,"Hiline","H",12,"N",3,5,6.2
"533",3,"MTH","C",14,"N",3,5,6.3
"534",3,"Vida","C",14,"N",3,5,5.9
"535",3,"Vida","D",14,"N",3,5,6.5
"536",3,"MTH","H",14,"N",3,5,7.8
"537",3,"Vida","H",14,"N",3,5,8.6
"538",3,"MTH","S",14,"N",3,5,7.5
"539",3,"Hiline","C",12,"Y",3,5,6.4
"540",3,"Hiline","D",12,"Y",3,5,5.4
"541",3,"Hiline","F",12,"Y",3,5,2.2
"542",3,"Hiline","H",12,"Y",3,5,5.2
"543",3,"Hiline","S",12,"Y",3,5,NA
"544",3,"MTH","C",14,"Y",3,5,NA
"545",3,"Vida","C",14,"Y",3,5,6.7
"546",3,"Vida","D",14,"Y",3,5,8.2
"547",3,"MTH","H",14,"Y",3,5,7.2
"548",3,"Vida","H",14,"Y",3,5,NA
"549",3,"Hiline","C",12,"N",4,5,5.3
"550",3,"Hiline","D",12,"N",4,5,5.5
"551",3,"Hiline","F",12,"N",4,5,4.5
"552",3,"Hiline","S",12,"N",4,5,6.4
"553",3,"MTH","C",14,"N",4,5,9.5
"554",3,"Vida","C",14,"N",4,5,6.5
"555",3,"Vida","D",14,"N",4,5,9.5
"556",3,"MTH","F",14,"N",4,5,9.4
"557",3,"Vida","F",14,"N",4,5,7.7
"558",3,"Vida","H",14,"N",4,5,6
"559",3,"MTH","S",14,"N",4,5,8.2
"560",3,"Vida","S",14,"N",4,5,8
"561",3,"Hiline","C",12,"Y",4,5,4.5
"562",3,"Hiline","D",12,"Y",4,5,5.4
"563",3,"Hiline","F",12,"Y",4,5,4.5
"564",3,"Hiline","H",12,"Y",4,5,6
"565",3,"Vida","C",14,"Y",4,5,6.7
"566",3,"MTH","D",14,"Y",4,5,7.7
"567",3,"Vida","D",14,"Y",4,5,6.5
"568",3,"MTH","F",14,"Y",4,5,NA
"569",3,"Vida","F",14,"Y",4,5,6.5
"570",3,"MTH","S",14,"Y",4,5,NA
"571",3,"Vida","S",14,"Y",4,5,7.5
"572",3,"Hiline","C",12,"N",5,5,5
"573",3,"Hiline","D",12,"N",5,5,5.3
"574",3,"Hiline","F",12,"N",5,5,7.4
"575",3,"Hiline","S",12,"N",5,5,6.2
"576",3,"Vida","C",14,"N",5,5,6.5
"577",3,"MTH","D",14,"N",5,5,9
"578",3,"MTH","F",14,"N",5,5,10
"579",3,"Vida","F",14,"N",5,5,6.7
"580",3,"MTH","H",14,"N",5,5,8.5
"581",3,"Vida","H",14,"N",5,5,6
"582",3,"MTH","S",14,"N",5,5,NA
"583",3,"Vida","S",14,"N",5,5,8.4
"584",3,"Hiline","C",12,"Y",5,5,7.8
"585",3,"Hiline","F",12,"Y",5,5,5.3
"586",3,"Hiline","S",12,"Y",5,5,3.9
"587",3,"MTH","C",14,"Y",5,5,7.5
"588",3,"Vida","D",14,"Y",5,5,5.2
"589",3,"Vida","F",14,"Y",5,5,3.5
"590",3,"MTH","H",14,"Y",5,5,4.5
"591",3,"Vida","H",14,"Y",5,5,2.8
"592",3,"MTH","S",14,"Y",5,5,NA
"593",3,"Vida","S",14,"Y",5,5,7
"594",3,"Hiline","C",12,"N",1,6,4.6
"595",3,"Hiline","D",12,"N",1,6,4.5
"596",3,"Hiline","F",12,"N",1,6,6
"597",3,"Vida","C",14,"N",1,6,NA
"598",3,"MTH","D",14,"N",1,6,9
"599",3,"Vida","D",14,"N",1,6,7.8
"600",3,"MTH","H",14,"N",1,6,8.5
"601",3,"Vida","H",14,"N",1,6,NA
"602",3,"MTH","S",14,"N",1,6,9.3
"603",3,"Vida","S",14,"N",1,6,7
"604",3,"Hiline","C",12,"Y",1,6,NA
"605",3,"Hiline","F",12,"Y",1,6,4.3
"606",3,"Hiline","H",12,"Y",1,6,NA
"607",3,"Hiline","S",12,"Y",1,6,3.5
"608",3,"MTH","C",14,"Y",1,6,2.7
"609",3,"Vida","C",14,"Y",1,6,3.8
"610",3,"Vida","F",14,"Y",1,6,5.5
"611",3,"MTH","H",14,"Y",1,6,NA
"612",3,"MTH","S",14,"Y",1,6,NA
"613",3,"Vida","S",14,"Y",1,6,7.8
"614",3,"Hiline","D",12,"N",2,6,4.9
"615",3,"Hiline","F",12,"N",2,6,6.5
"616",3,"Hiline","H",12,"N",2,6,6.2
"617",3,"Vida","D",14,"N",2,6,8
"618",3,"MTH","F",14,"N",2,6,8.5
"619",3,"Vida","F",14,"N",2,6,NA
"620",3,"Vida","H",14,"N",2,6,5.5
"621",3,"Hiline","H",12,"Y",2,6,3.6
"622",3,"Hiline","D",12,"N",3,6,4
"623",3,"Hiline","H",12,"N",3,6,7.5
"624",3,"Vida","C",14,"N",3,6,7.1
"625",3,"Vida","D",14,"N",3,6,7.6
"626",3,"MTH","H",14,"N",3,6,7.5
"627",3,"Vida","H",14,"N",3,6,7
"628",3,"Hiline","C",12,"Y",3,6,4.5
"629",3,"Hiline","D",12,"Y",3,6,7
"630",3,"Hiline","F",12,"Y",3,6,3.5
"631",3,"Hiline","H",12,"Y",3,6,3
"632",3,"Vida","C",14,"Y",3,6,5.1
"633",3,"Vida","D",14,"Y",3,6,7
"634",3,"MTH","H",14,"Y",3,6,7.5
"635",3,"Hiline","C",12,"N",4,6,6.3
"636",3,"Hiline","D",12,"N",4,6,6.3
"637",3,"Hiline","F",12,"N",4,6,4.6
"638",3,"MTH","C",14,"N",4,6,10.5
"639",3,"Vida","C",14,"N",4,6,6.3
"640",3,"Vida","D",14,"N",4,6,7.6
"641",3,"MTH","F",14,"N",4,6,9.4
"642",3,"Vida","F",14,"N",4,6,6
"643",3,"Vida","H",14,"N",4,6,6.5
"644",3,"Hiline","C",12,"Y",4,6,6.2
"645",3,"Hiline","D",12,"Y",4,6,7.7
"646",3,"Hiline","F",12,"Y",4,6,4.5
"647",3,"Hiline","H",12,"Y",4,6,4.5
"648",3,"Vida","C",14,"Y",4,6,8
"649",3,"Vida","D",14,"Y",4,6,7.6
"650",3,"MTH","F",14,"Y",4,6,NA
"651",3,"Vida","F",14,"Y",4,6,NA
"652",3,"Vida","S",14,"Y",4,6,9.3
"653",3,"Hiline","C",12,"N",5,6,4.8
"654",3,"Hiline","D",12,"N",5,6,5
"655",3,"Hiline","F",12,"N",5,6,NA
"656",3,"Hiline","S",12,"N",5,6,NA
"657",3,"Vida","C",14,"N",5,6,6.5
"658",3,"MTH","D",14,"N",5,6,8
"659",3,"MTH","F",14,"N",5,6,NA
"660",3,"Vida","F",14,"N",5,6,NA
"661",3,"MTH","H",14,"N",5,6,10
"662",3,"Vida","H",14,"N",5,6,6.5
"663",3,"Vida","S",14,"N",5,6,6.8
"664",3,"Hiline","C",12,"Y",5,6,6.5
"665",3,"Hiline","S",12,"Y",5,6,4.5
"666",3,"MTH","C",14,"Y",5,6,NA
"667",3,"Vida","D",14,"Y",5,6,5.6
"668",3,"Vida","F",14,"Y",5,6,3.6
"669",3,"MTH","H",14,"Y",5,6,7.8
"670",3,"MTH","S",14,"Y",5,6,NA
"671",3,"Vida","S",14,"Y",5,6,7
"672",3,"Hiline","C",12,"N",1,7,4.5
"673",3,"Hiline","D",12,"N",1,7,5.5
"674",3,"Hiline","F",12,"N",1,7,5.5
"675",3,"Vida","C",14,"N",1,7,NA
"676",3,"Vida","D",14,"N",1,7,6.7
"677",3,"Vida","H",14,"N",1,7,7.5
"678",3,"MTH","S",14,"N",1,7,8.5
"679",3,"Vida","S",14,"N",1,7,7
"680",3,"Hiline","C",12,"Y",1,7,3.8
"681",3,"Hiline","F",12,"Y",1,7,3.8
"682",3,"Hiline","H",12,"Y",1,7,3.5
"683",3,"Hiline","S",12,"Y",1,7,5.2
"684",3,"MTH","C",14,"Y",1,7,3.7
"685",3,"Vida","F",14,"Y",1,7,NA
"686",3,"MTH","H",14,"Y",1,7,NA
"687",3,"MTH","S",14,"Y",1,7,NA
"688",3,"Vida","S",14,"Y",1,7,8.6
"689",3,"Hiline","D",12,"N",2,7,4.5
"690",3,"Hiline","H",12,"N",2,7,5.4
"691",3,"Vida","D",14,"N",2,7,6.8
"692",3,"MTH","F",14,"N",2,7,8.3
"693",3,"Vida","F",14,"N",2,7,8.5
"694",3,"Vida","H",14,"N",2,7,7.6
"695",3,"Hiline","H",12,"Y",2,7,2.8
"696",3,"Hiline","D",12,"N",3,7,4.7
"697",3,"Hiline","H",12,"N",3,7,6.5
"698",3,"Vida","C",14,"N",3,7,7.1
"699",3,"Vida","D",14,"N",3,7,7
"700",3,"Hiline","C",12,"Y",3,7,3.8
"701",3,"Hiline","D",12,"Y",3,7,6
"702",3,"Hiline","H",12,"Y",3,7,4
"703",3,"Vida","C",14,"Y",3,7,7.5
"704",3,"Vida","D",14,"Y",3,7,4
"705",3,"MTH","H",14,"Y",3,7,5
"706",3,"MTH","C",14,"N",4,7,9.8
"707",3,"Vida","C",14,"N",4,7,7.3
"708",3,"Vida","D",14,"N",4,7,6.5
"709",3,"Vida","F",14,"N",4,7,NA
"710",3,"Vida","H",14,"N",4,7,6.6
"711",3,"Hiline","D",12,"Y",4,7,NA
"712",3,"Hiline","F",12,"Y",4,7,2.7
"713",3,"Hiline","H",12,"Y",4,7,4.5
"714",3,"Vida","C",14,"Y",4,7,7.3
"715",3,"Vida","D",14,"Y",4,7,NA
"716",3,"Vida","F",14,"Y",4,7,NA
"717",3,"Vida","S",14,"Y",4,7,7.4
"718",3,"Hiline","C",12,"N",5,7,5
"719",3,"Hiline","D",12,"N",5,7,4.5
"720",3,"Hiline","F",12,"N",5,7,NA
"721",3,"Hiline","S",12,"N",5,7,5.3
"722",3,"Vida","C",14,"N",5,7,7.5
"723",3,"MTH","D",14,"N",5,7,8
"724",3,"MTH","F",14,"N",5,7,8.1
"725",3,"Vida","F",14,"N",5,7,NA
"726",3,"MTH","H",14,"N",5,7,8.6
"727",3,"Vida","H",14,"N",5,7,6.5
"728",3,"Vida","S",14,"N",5,7,7.4
"729",3,"Hiline","C",12,"Y",5,7,7.5
"730",3,"Hiline","S",12,"Y",5,7,4.6
"731",3,"Vida","D",14,"Y",5,7,3.2
"732",3,"Vida","F",14,"Y",5,7,5.8
"733",3,"MTH","H",14,"Y",5,7,5
"734",3,"MTH","S",14,"Y",5,7,NA
"735",3,"Hiline","D",12,"N",1,8,4
"736",3,"Hiline","F",12,"N",1,8,6.8
"737",3,"Vida","C",14,"N",1,8,7.5
"738",3,"Vida","D",14,"N",1,8,7.5
"739",3,"Vida","H",14,"N",1,8,NA
"740",3,"MTH","S",14,"N",1,8,9.5
"741",3,"Vida","S",14,"N",1,8,6.5
"742",3,"Hiline","C",12,"Y",1,8,4.2
"743",3,"Hiline","F",12,"Y",1,8,3.5
"744",3,"Hiline","H",12,"Y",1,8,3.5
"745",3,"Hiline","S",12,"Y",1,8,NA
"746",3,"Vida","F",14,"Y",1,8,4.5
"747",3,"MTH","H",14,"Y",1,8,3.5
"748",3,"Vida","S",14,"Y",1,8,7.4
"749",3,"Hiline","D",12,"N",2,8,5
"750",3,"Hiline","H",12,"N",2,8,6.3
"751",3,"Vida","D",14,"N",2,8,7.5
"752",3,"Vida","F",14,"N",2,8,NA
"753",3,"Vida","H",14,"N",2,8,5.5
"754",3,"Hiline","H",12,"Y",2,8,NA
"755",3,"Hiline","D",12,"N",3,8,5
"756",3,"Hiline","H",12,"N",3,8,NA
"757",3,"Vida","C",14,"N",3,8,8
"758",3,"Vida","D",14,"N",3,8,5.6
"759",3,"Hiline","C",12,"Y",3,8,3.2
"760",3,"Hiline","D",12,"Y",3,8,NA
"761",3,"Hiline","H",12,"Y",3,8,5.5
"762",3,"Vida","C",14,"Y",3,8,5.3
"763",3,"Vida","D",14,"Y",3,8,4
"764",3,"MTH","H",14,"Y",3,8,5.1
"765",3,"MTH","C",14,"N",4,8,10
"766",3,"Vida","C",14,"N",4,8,6.2
"767",3,"Vida","D",14,"N",4,8,6.6
"768",3,"Vida","F",14,"N",4,8,7
"769",3,"Vida","H",14,"N",4,8,7.2
"770",3,"Hiline","D",12,"Y",4,8,3.4
"771",3,"Hiline","H",12,"Y",4,8,3.5
"772",3,"Vida","C",14,"Y",4,8,NA
"773",3,"Vida","D",14,"Y",4,8,6.8
"774",3,"Vida","F",14,"Y",4,8,NA
"775",3,"Hiline","F",12,"N",5,8,6.2
"776",3,"Hiline","S",12,"N",5,8,5.9
"777",3,"Vida","C",14,"N",5,8,8.5
"778",3,"MTH","D",14,"N",5,8,7.8
"779",3,"MTH","F",14,"N",5,8,8.6
"780",3,"Vida","F",14,"N",5,8,6.7
"781",3,"Vida","H",14,"N",5,8,6.5
"782",3,"Vida","S",14,"N",5,8,8.3
"783",3,"Hiline","C",12,"Y",5,8,4.3
"784",3,"Hiline","S",12,"Y",5,8,4
"785",3,"Vida","F",14,"Y",5,8,NA
"786",3,"MTH","H",14,"Y",5,8,4.7
"787",3,"MTH","S",14,"Y",5,8,8
"788",3,"Hiline","F",12,"N",1,9,5.8
"789",3,"Vida","C",14,"N",1,9,NA
"790",3,"Vida","D",14,"N",1,9,6
"791",3,"Vida","H",14,"N",1,9,NA
"792",3,"MTH","S",14,"N",1,9,9.5
"793",3,"Vida","S",14,"N",1,9,6
"794",3,"Hiline","C",12,"Y",1,9,5.5
"795",3,"Hiline","F",12,"Y",1,9,3.7
"796",3,"Hiline","H",12,"Y",1,9,2.5
"797",3,"Hiline","S",12,"Y",1,9,4.2
"798",3,"Vida","F",14,"Y",1,9,3
"799",3,"Vida","S",14,"Y",1,9,NA
"800",3,"Vida","D",14,"N",2,9,7
"801",3,"Vida","F",14,"N",2,9,8.5
"802",3,"Vida","H",14,"N",2,9,NA
"803",3,"Hiline","H",12,"Y",2,9,4
"804",3,"Vida","C",14,"N",3,9,7.1
"805",3,"Vida","D",14,"N",3,9,6.3
"806",3,"Hiline","D",12,"Y",3,9,4
"807",3,"Hiline","H",12,"Y",3,9,4
"808",3,"Vida","C",14,"Y",3,9,6.2
"809",3,"Vida","D",14,"Y",3,9,3.2
"810",3,"MTH","C",14,"N",4,9,10
"811",3,"Vida","D",14,"N",4,9,6
"812",3,"Vida","F",14,"N",4,9,7.6
"813",3,"Vida","H",14,"N",4,9,NA
"814",3,"Hiline","D",12,"Y",4,9,7.3
"815",3,"Hiline","H",12,"Y",4,9,4.3
"816",3,"Vida","C",14,"Y",4,9,7.5
"817",3,"Vida","D",14,"Y",4,9,3.6
"818",3,"Hiline","F",12,"N",5,9,5.8
"819",3,"Hiline","S",12,"N",5,9,NA
"820",3,"Vida","C",14,"N",5,9,6.4
"821",3,"MTH","D",14,"N",5,9,7.7
"822",3,"MTH","F",14,"N",5,9,5.4
"823",3,"Vida","H",14,"N",5,9,6
"824",3,"Vida","S",14,"N",5,9,8.9
"825",3,"Hiline","C",12,"Y",5,9,4
"826",3,"Hiline","S",12,"Y",5,9,4.2
"827",3,"Vida","F",14,"Y",5,9,5
"828",3,"MTH","H",14,"Y",5,9,NA
"829",3,"Vida","C",14,"N",1,10,5.8
"830",3,"Vida","D",14,"N",1,10,6
"831",3,"Vida","S",14,"N",1,10,8.5
"832",3,"Hiline","C",12,"Y",1,10,NA
"833",3,"Hiline","F",12,"Y",1,10,3.3
"834",3,"Hiline","S",12,"Y",1,10,3.2
"835",3,"Vida","F",14,"Y",1,10,7
"836",3,"Vida","S",14,"Y",1,10,4.6
"837",3,"Vida","D",14,"N",2,10,7
"838",3,"Vida","F",14,"N",2,10,6.2
"839",3,"Hiline","H",12,"Y",2,10,3.5
"840",3,"Vida","C",14,"N",3,10,5.9
"841",3,"Vida","D",14,"N",3,10,7.3
"842",3,"Hiline","D",12,"Y",3,10,6
"843",3,"Hiline","H",12,"Y",3,10,4
"844",3,"Vida","C",14,"Y",3,10,3.6
"845",3,"Vida","D",14,"N",4,10,7.2
"846",3,"Vida","F",14,"N",4,10,7
"847",3,"Vida","H",14,"N",4,10,5.6
"848",3,"Hiline","D",12,"Y",4,10,NA
"849",3,"Hiline","H",12,"Y",4,10,NA
"850",3,"Vida","C",14,"Y",4,10,5.9
"851",3,"Hiline","F",12,"N",5,10,6.5
"852",3,"Hiline","S",12,"N",5,10,5.6
"853",3,"Vida","C",14,"N",5,10,7.7
"854",3,"MTH","D",14,"N",5,10,8
"855",3,"Vida","H",14,"N",5,10,7.5
"856",3,"Vida","S",14,"N",5,10,NA
"857",3,"Hiline","C",12,"Y",5,10,3.5
"858",3,"Hiline","S",12,"Y",5,10,4
"859",3,"Vida","F",14,"Y",5,10,4.5
"860",3,"MTH","H",14,"Y",5,10,NA
"861",3,"Vida","C",14,"N",1,11,7
"862",3,"Vida","S",14,"N",1,11,7.5
"863",3,"Hiline","C",12,"Y",1,11,3.4
"864",3,"Hiline","F",12,"Y",1,11,3.2
"865",3,"Vida","F",14,"Y",1,11,4.2
"866",3,"Vida","S",14,"Y",1,11,7.5
"867",3,"Vida","D",14,"N",2,11,6.5
"868",3,"Vida","F",14,"N",2,11,7
"869",3,"Hiline","H",12,"Y",2,11,3.5
"870",3,"Vida","C",14,"N",3,11,6.6
"871",3,"Vida","D",14,"N",3,11,5.6
"872",3,"Hiline","D",12,"Y",3,11,4
"873",3,"Hiline","H",12,"Y",3,11,4
"874",3,"Vida","D",14,"N",4,11,5.5
"875",3,"Vida","F",14,"N",4,11,8.5
"876",3,"Hiline","D",12,"Y",4,11,4.5
"877",3,"Hiline","H",12,"Y",4,11,3.2
"878",3,"Hiline","F",12,"N",5,11,5
"879",3,"Hiline","S",12,"N",5,11,NA
"880",3,"MTH","D",14,"N",5,11,8
"881",3,"Vida","S",14,"N",5,11,NA
"882",3,"Hiline","C",12,"Y",5,11,6.4
"883",3,"Hiline","S",12,"Y",5,11,4
"884",3,"Vida","F",14,"Y",5,11,3.6
"885",3,"MTH","H",14,"Y",5,11,4.5
"886",3,"Vida","C",14,"N",1,12,6.8
"887",3,"Vida","S",14,"N",1,12,7.5
"888",3,"Hiline","C",12,"Y",1,12,4.5
"889",3,"Hiline","F",12,"Y",1,12,3.5
"890",3,"Vida","F",14,"Y",1,12,3.8
"891",3,"Vida","S",14,"Y",1,12,7.8
"892",3,"Vida","D",14,"N",2,12,NA
"893",3,"Vida","F",14,"N",2,12,7
"894",3,"Hiline","H",12,"Y",2,12,3.5
"895",3,"Vida","C",14,"N",3,12,6.8
"896",3,"Hiline","H",12,"Y",3,12,3
"897",3,"Vida","D",14,"N",4,12,7.5
"898",3,"Vida","F",14,"N",4,12,8.7
"899",3,"Hiline","D",12,"Y",4,12,3.2
"900",3,"Hiline","H",12,"Y",4,12,4
"901",3,"Vida","S",14,"N",5,12,7.5
"902",3,"Hiline","C",12,"Y",5,12,3.5
"903",3,"Hiline","S",12,"Y",5,12,NA
"904",3,"Vida","F",14,"Y",5,12,3.5
"905",3,"Vida","C",14,"N",1,13,6.8
"906",3,"Vida","S",14,"N",1,13,8
"907",3,"Hiline","C",12,"Y",1,13,3.5
"908",3,"Vida","F",14,"Y",1,13,4.1
"909",3,"Vida","S",14,"Y",1,13,7.6
"910",3,"Vida","F",14,"N",2,13,7.5
"911",3,"Hiline","H",12,"Y",2,13,2.8
"912",3,"Vida","C",14,"N",3,13,7.2
"913",3,"Hiline","H",12,"Y",3,13,3
"914",3,"Vida","D",14,"N",4,13,7
"915",3,"Vida","F",14,"N",4,13,7.2
"916",3,"Hiline","D",12,"Y",4,13,5
"917",3,"Hiline","H",12,"Y",4,13,2.6
"918",3,"Vida","S",14,"N",5,13,7.5
"919",3,"Hiline","C",12,"Y",5,13,3.5
"920",3,"Hiline","S",12,"Y",5,13,3.5
"921",3,"Vida","F",14,"Y",5,13,3
"922",3,"Vida","C",14,"N",1,14,5.6
"923",3,"Vida","S",14,"N",1,14,7
"924",3,"Hiline","C",12,"Y",1,14,4
"925",3,"Vida","F",14,"Y",1,14,4.5
"926",3,"Vida","S",14,"Y",1,14,5.4
"927",3,"Vida","F",14,"N",2,14,7
"928",3,"Hiline","H",12,"Y",2,14,3.4
"929",3,"Vida","C",14,"N",3,14,6.9
"930",3,"Vida","D",14,"N",4,14,NA
"931",3,"Vida","S",14,"N",5,14,7
"932",3,"Hiline","C",12,"Y",5,14,4
"933",3,"Hiline","S",12,"Y",5,14,4.2
"934",3,"Vida","S",14,"N",1,15,6.5
"935",3,"Hiline","C",12,"Y",1,15,3.4
"936",3,"Vida","S",14,"Y",1,15,7.6
"937",3,"Vida","C",14,"N",3,15,6.8
"938",3,"Vida","S",14,"N",5,15,7
"939",3,"Hiline","C",12,"Y",5,15,3.5
"940",3,"Hiline","S",12,"Y",5,15,NA
"941",3,"Vida","S",14,"N",1,16,5.7
"942",3,"Hiline","C",12,"Y",1,16,NA
"943",3,"Vida","S",14,"Y",1,16,9.1
"944",3,"Vida","C",14,"N",3,16,NA
"945",3,"Vida","S",14,"N",5,16,NA
"946",3,"Hiline","C",12,"Y",5,16,4.2
"947",3,"Vida","S",14,"N",1,17,6
"948",3,"Vida","S",14,"N",5,17,8.5
"949",3,"Hiline","C",12,"Y",5,17,3.2
"950",3,"Vida","S",14,"N",5,18,8
"951",3,"Hiline","C",12,"Y",5,18,2.5
"952",3,"Vida","S",14,"N",5,19,7.5
"953",3,"Hiline","C",12,"Y",5,19,4
"954",3,"Vida","S",14,"N",5,20,7
"955",3,"Hiline","C",12,"Y",5,20,3
"956",3,"Vida","S",14,"N",5,21,8.5
"957",3,"Vida","S",14,"N",5,22,7.5
"958",3,"Vida","S",14,"N",5,23,8
